[29036:55964:0220/135210.591:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[29036:44108:0220/135210.644:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[29036:55964:0220/135210.668:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[29036:55964:0220/135213.481:WARNING:external_registry_loader_win.cc(232)] Error observing HKLM: 5
[16700:39732:0220/135214.868:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-C01D6358C080560ED94248634D179D05 will be ignored
[29036:55964:0220/154248.034:ERROR:device_event_log_impl.cc(196)] [15:42:48.027] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[29036:31688:0220/171203.759:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171205.757:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171207.757:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171215.766:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171221.764:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[25340:18452:0220/171225.955:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/171225.959:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171225.960:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/171225.968:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171225.969:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171225.969:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/171231.773:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171236.772:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171240.773:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171243.777:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=82})
[29036:31688:0220/171248.774:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171249.777:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171251.775:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171253.780:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171255.781:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171257.781:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171302.778:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171304.779:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171310.782:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171311.783:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171312.788:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171315.791:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171316.783:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171317.784:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171320.791:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171324.789:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171328.787:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171334.792:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171337.797:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171343.800:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171346.793:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171347.800:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171350.796:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171351.799:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171352.798:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171353.803:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171354.802:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171355.798:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171358.802:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171400.806:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171416.805:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171417.813:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171423.811:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171429.813:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171430.812:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171439.813:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171440.816:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171451.822:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[25340:18452:0220/171453.116:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://safebrowsing.googleapis.com/v4/threatListUpdates:fetch?$req=ChoKCGNocm9taXVtEg4xMjguMC42NjEzLjEzOBoMCAUQASIEIAEgAigBGgwIARABIgQgASACKAEaDAgDEAEiBCABIAIoARoMCAcQASIEIAEgAigBGgwIARAIIgQgASACKAQaDAgPEAEiBCABIAIoARoMCAkQASIEIAEgAigBIgIIAQ==&$ct=application/x-protobuf&key=dummytoken
[25340:18452:0220/171453.120:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171453.128:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171453.134:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171453.134:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/171453.135:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171453.135:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/171500.831:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171505.825:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171507.827:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171510.826:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[25340:18452:0220/171512.248:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/171512.251:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171512.251:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/171512.258:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171512.258:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171512.258:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/171518.836:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171519.829:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171528.841:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171529.836:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171531.839:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171532.836:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171533.836:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171535.840:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171537.837:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=76})
[29036:31688:0220/171542.840:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171545.843:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171547.842:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171548.850:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171552.846:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171554.851:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171558.848:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171602.855:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171603.853:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171609.857:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171615.853:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171618.862:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171619.858:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171621.855:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171636.861:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171642.871:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171644.871:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171649.868:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171652.873:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171702.880:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171706.874:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171708.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171713.883:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171718.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171734.889:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171739.896:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[25340:18452:0220/171744.684:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/171744.687:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171744.687:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/171744.694:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171744.694:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/171744.694:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/171747.893:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171748.897:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171752.895:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171803.901:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171807.904:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171810.904:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171811.908:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171812.905:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171815.905:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171820.910:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171821.907:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171822.909:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171837.913:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171838.914:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171841.916:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171842.917:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171843.918:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171849.921:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171852.924:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171859.927:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171904.922:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171907.924:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171909.925:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=77})
[29036:31688:0220/171916.928:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171917.931:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171919.932:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/171920.931:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171932.936:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171934.935:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171935.939:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171936.938:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171937.936:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=82})
[29036:31688:0220/171942.940:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=81})
[29036:31688:0220/171945.945:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/171947.946:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/171956.947:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172000.949:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172004.950:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172005.952:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172015.951:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172025.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172029.955:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172033.963:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172035.958:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172037.964:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172040.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[25340:18452:0220/172041.105:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[25340:18452:0220/172041.116:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/172041.116:VERBOSE1:tls_handshaker.cc(126)] TlsClient: SSL_do_handshake returned when entering early data. After retry, rv=-1, SSL_in_early_data=1
[25340:18452:0220/172041.122:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/172041.122:VERBOSE1:tls_handshaker.cc(105)] TlsClient: Continuing handshake
[25340:18452:0220/172041.122:VERBOSE1:tls_client_handshaker.cc(528)] Client: handshake finished
[29036:31688:0220/172043.958:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172044.965:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172051.968:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172052.968:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172055.966:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172056.964:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172108.968:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=78})
[29036:31688:0220/172117.973:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172118.972:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172124.979:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172144.987:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172146.987:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172148.988:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172150.988:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
[29036:31688:0220/172155.987:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=80})
[29036:31688:0220/172157.990:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000053FC0017ED40}, {new_limit=79})
